ID,income,num_toddlers,year_of_birth,education_level,marital_status,num_teens,num_days_since_last_shopping,study_expenses,food_expenses,transportation_expenses,entertainment_expenses,discount_activities,online_activities,offline_activities,complaints,enrollment_date
7193,123613475.0,0.0,1957,Master,Married,1.0,51.0,41320.0,527277.0,70792.0,58945.0,5.0,9.0,6.0,0.0,
5091,104619285.0,0.0,1962,Bachelor,Married,0.0,34.0,26538.0,318900.0,136435.0,52751.0,1.0,3.0,3.0,0.0,
1591,118219790.0,0.0,1951,Master,Married,0.0,60.0,23166.0,244653.0,8646.0,20294.0,1.0,8.0,5.0,0.0,
2860,319054000.0,1.0,1976,PhD,Engaged,1.0,27.0,4046.0,38437.0,0.0,12138.0,2.0,0.0,0.0,0.0,
5363,81445159.0,1.0,1959,High School,Single,0.0,68.0,22105.0,26963.0,18723.0,13865.0,1.0,1.0,1.0,,
4702,149198580.0,0.0,1954,Master,Engaged,0.0,8.0,76297.0,1074689.0,,149018.0,0.0,7.0,7.0,0.0,
5310,117601547.0,0.0,1943,Master,Married,0.0,76.0,21199.0,251833.0,7476.0,12090.0,1.0,8.0,5.0,0.0,
4093,147854094.0,0.0,1973,Bachelor,Engaged,,63.0,60854.0,289669.0,1642.0,31598.0,1.0,3.0,3.0,0.0,
593,102102777.0,0.0,1962,Bachelor,Engaged,1.0,77.0,,42452.0,10808.0,,2.0,7.0,6.0,0.0,
5641,112029000.0,1.0,1964,PhD,Married,,73.0,0.0,16184.0,8092.0,0.0,0.0,4.0,3.0,0.0,
4208,80923000.0,1.0,1973,,Married,1.0,96.0,6069.0,24276.0,0.0,,2.0,4.0,5.0,0.0,2014-05-26
4439,164251314.0,0.0,1948,Bachelor,Engaged,0.0,63.0,224368.0,1526814.0,38128.0,87969.0,,1.0,8.0,0.0,
6383,160287000.0,0.0,1957,Bachelor,Divorced,1.0,91.0,277151.0,710073.0,333795.0,335818.0,3.0,7.0,8.0,0.0,2014-01-26
3927,37056875.0,0.0,1968,Bachelor,,0.0,94.0,8515.0,58048.0,40070.0,24309.0,4.0,0.0,5.0,0.0,
6373,143234645.0,0.0,1966,Bachelor,Married,1.0,86.0,57624.0,153255.0,33692.0,40460.0,3.0,6.0,7.0,0.0,
4868,139468211.0,0.0,1972,Bachelor,Single,0.0,39.0,111246.0,343858.0,36413.0,148665.0,,8.0,4.0,0.0,
2015,138262328.0,0.0,1977,Bachelor,Engaged,0.0,5.0,43959.0,953937.0,254772.0,77086.0,0.0,8.0,7.0,0.0,
3932,46364100.0,1.0,1977,High School,Married,0.0,59.0,4539.0,21743.0,23766.0,8832.0,1.0,3.0,2.0,0.0,
7355,172018729.0,0.0,1962,Master,Married,0.0,81.0,155208.0,803084.0,243443.0,2449.0,0.0,3.0,8.0,0.0,
1441,187175160.0,0.0,1969,Bachelor,Single,0.0,74.0,92725.0,1224108.0,168584.0,142637.0,1.0,3.0,7.0,0.0,
967,99615496.0,,1970,Bachelor,Single,0.0,52.0,18756.0,172897.0,6700.0,14371.0,2.0,5.0,3.0,0.0,
2172,108894703.0,0.0,1945,Bachelor,Married,0.0,19.0,63310.0,221183.0,89758.0,17007.0,1.0,8.0,4.0,0.0,
542,53816566.0,1.0,1996,Middle School,Single,0.0,55.0,,9542.0,11224.0,6695.0,0.0,0.0,0.0,0.0,
1436,43952000.0,0.0,1967,Middle School,Engaged,0.0,,44506.0,22253.0,16184.0,12138.0,2.0,4.0,3.0,0.0,2013-01-16
4213,,0.0,1945,PhD,Married,1.0,77.0,58667.0,68782.0,28322.0,0.0,1.0,3.0,,0.0,2013-12-18
7464,119386000.0,0.0,1961,PhD,Married,1.0,79.0,2023.0,121380.0,10115.0,2023.0,4.0,5.0,12.0,0.0,2014-01-21
4850,166334000.0,0.0,1960,Bachelor,Single,0.0,84.0,115311.0,1956241.0,111265.0,169932.0,0.0,4.0,12.0,0.0,
4615,179557688.0,0.0,1974,Bachelor,Single,0.0,53.0,58781.0,1710161.0,26719.0,42864.0,0.0,5.0,5.0,0.0,
2647,,0.0,1958,Bachelor,Engaged,0.0,13.0,106181.0,800040.0,,119372.0,1.0,8.0,7.0,0.0,
1317,63657000.0,1.0,1972,PhD,Married,0.0,85.0,,,14161.0,4046.0,1.0,1.0,,0.0,2013-08-19
5492,100027595.0,0.0,1958,Bachelor,Single,1.0,23.0,7712.0,63977.0,13857.0,3464.0,4.0,7.0,5.0,0.0,
3955,109504484.0,0.0,1957,High School,Engaged,1.0,82.0,18505.0,,10148.0,0.0,5.0,9.0,6.0,0.0,
5154,114836748.0,0.0,1984,High School,Engaged,0.0,71.0,68348.0,210956.0,62685.0,72791.0,4.0,4.0,6.0,0.0,
5352,96132352.0,0.0,1946,Master,Married,0.0,31.0,16097.0,434881.0,194700.0,,3.0,10.0,5.0,0.0,
354,71913000.0,1.0,1981,Bachelor,Engaged,0.0,83.0,6069.0,34391.0,6069.0,8092.0,1.0,4.0,5.0,0.0,2013-10-17
319,,0.0,1969,High School,Married,0.0,92.0,47321.0,136182.0,62561.0,47881.0,4.0,7.0,6.0,0.0,
6954,153706000.0,0.0,1984,Master,Married,0.0,87.0,20230.0,151725.0,32368.0,14161.0,1.0,,6.0,0.0,2014-03-20
3890,151760282.0,0.0,1960,Bachelor,Married,1.0,70.0,126769.0,400182.0,149724.0,79086.0,3.0,8.0,7.0,0.0,
7311,98493382.0,0.0,1956,Bachelor,Engaged,1.0,66.0,5677.0,15202.0,782.0,3130.0,1.0,1.0,4.0,0.0,
2111,56651000.0,1.0,1987,Bachelor,Married,0.0,63.0,2023.0,24276.0,12138.0,10115.0,0.0,,3.0,0.0,2013-07-02
6085,151962260.0,0.0,1955,Bachelor,Engaged,0.0,48.0,164221.0,335421.0,122096.0,75247.0,3.0,10.0,4.0,0.0,
3322,135026580.0,0.0,1951,Master,Married,1.0,53.0,10657.0,94707.0,12680.0,6465.0,4.0,4.0,7.0,0.0,
5405,225111560.0,0.0,1965,Bachelor,Single,0.0,25.0,28508.0,1914591.0,199417.0,174327.0,,2.0,7.0,0.0,
3795,160397044.0,0.0,1957,Bachelor,Engaged,0.0,78.0,21567.0,1351189.0,340179.0,180024.0,0.0,3.0,9.0,0.0,
5388,137238397.0,0.0,1957,Master,Married,1.0,57.0,72995.0,378767.0,8750.0,129460.0,4.0,4.0,12.0,0.0,
2136,99241000.0,1.0,1967,High School,Engaged,1.0,47.0,6069.0,24276.0,12138.0,16184.0,0.0,,,0.0,2013-10-17
7251,91671000.0,1.0,1970,Master,Divorced,1.0,30.0,6069.0,14161.0,0.0,6069.0,4.0,4.0,3.0,0.0,2013-10-13
530,41707994.0,0.0,1975,High School,Married,0.0,79.0,10031.0,23268.0,,16100.0,2.0,1.0,1.0,0.0,
4121,,0.0,1955,Master,Engaged,1.0,39.0,,17980.0,7116.0,10341.0,2.0,10.0,0.0,0.0,
2459,72197000.0,1.0,1961,PhD,Married,1.0,,16184.0,12138.0,20230.0,10115.0,2.0,0.0,3.0,0.0,2013-12-27
3641,100634810.0,1.0,1968,Master,Single,1.0,28.0,4035.0,32991.0,4035.0,2919.0,2.0,1.0,4.0,0.0,
3657,115629000.0,0.0,1959,Bachelor,,,89.0,0.0,182070.0,10115.0,16184.0,3.0,11.0,10.0,0.0,2012-11-28
5277,110622378.0,,1971,Bachelor,Married,0.0,5.0,24510.0,277055.0,30783.0,10799.0,8.0,5.0,6.0,,
6129,109106168.0,1.0,1947,,Single,1.0,0.0,5151.0,48781.0,20668.0,3128.0,5.0,,4.0,0.0,
630,128169778.0,0.0,1953,Bachelor,Single,,55.0,280902.0,477282.0,176100.0,161436.0,1.0,7.0,11.0,0.0,
4119,77037073.0,0.0,1968,Master,Engaged,0.0,44.0,51130.0,109314.0,86405.0,53554.0,3.0,0.0,4.0,0.0,
6090,,0.0,1943,Master,Single,0.0,68.0,9705.0,1793123.0,621600.0,2074.0,3.0,10.0,6.0,0.0,
610,31762000.0,1.0,1983,Bachelor,Engaged,0.0,56.0,8092.0,26299.0,4046.0,0.0,4.0,3.0,2.0,0.0,2012-08-28
7555,119591357.0,0.0,1963,,Engaged,1.0,25.0,16646.0,296940.0,23610.0,39476.0,3.0,5.0,9.0,0.0,
3153,83256000.0,1.0,1970,PhD,Single,,77.0,0.0,36414.0,0.0,10115.0,0.0,0.0,1.0,0.0,2013-10-01
1636,166292034.0,0.0,1965,,Engaged,0.0,72.0,83478.0,728390.0,204810.0,39402.0,2.0,4.0,9.0,0.0,
4508,120768180.0,0.0,1971,Master,Engaged,1.0,51.0,16126.0,224195.0,36306.0,219728.0,8.0,2.0,8.0,,
1894,66319917.0,1.0,1984,Master,Single,0.0,18.0,12305.0,38938.0,0.0,10226.0,4.0,0.0,6.0,1.0,
3292,,1.0,1983,Middle School,Single,,96.0,12138.0,9842.0,20032.0,3396.0,2.0,3.0,3.0,0.0,
2898,122662000.0,0.0,1955,PhD,Married,1.0,13.0,0.0,149702.0,0.0,2023.0,5.0,8.0,8.0,0.0,2013-04-10
7284,,0.0,1956,Bachelor,Engaged,1.0,82.0,19328.0,,14682.0,0.0,4.0,10.0,,0.0,
1949,104274000.0,1.0,1969,Master,Married,1.0,3.0,0.0,192185.0,34391.0,0.0,8.0,8.0,7.0,0.0,2013-03-08
6661,151034721.0,0.0,1950,Bachelor,Engaged,1.0,92.0,153552.0,1004940.0,13392.0,41734.0,0.0,13.0,6.0,0.0,
3213,84401000.0,0.0,1966,Bachelor,Widowed,1.0,32.0,18207.0,163863.0,22253.0,42483.0,1.0,4.0,4.0,0.0,2012-08-06
6997,140401982.0,0.0,1965,Bachelor,Married,0.0,78.0,73988.0,579428.0,104277.0,143237.0,,5.0,10.0,0.0,
5061,96801000.0,1.0,1975,High School,Engaged,0.0,100.0,14161.0,216461.0,26299.0,8092.0,4.0,,6.0,0.0,2014-05-26
1562,106910523.0,1.0,1959,Master,Engaged,1.0,43.0,8497.0,192290.0,18409.0,,8.0,8.0,4.0,0.0,
5503,120882185.0,1.0,1970,Master,Engaged,0.0,37.0,37618.0,,76130.0,151791.0,6.0,4.0,9.0,0.0,
5552,117164927.0,0.0,1968,Master,Engaged,1.0,69.0,2059.0,90214.0,72.0,4592.0,1.0,2.0,11.0,0.0,
5233,110787364.0,0.0,1964,Bachelor,Engaged,1.0,37.0,29953.0,271335.0,23195.0,4712.0,7.0,7.0,8.0,0.0,
1355,137868178.0,0.0,1956,Bachelor,Married,1.0,59.0,56421.0,435523.0,28890.0,77612.0,3.0,4.0,10.0,0.0,
602,136898000.0,0.0,1984,,,0.0,58.0,107219.0,695912.0,145656.0,109242.0,0.0,4.0,6.0,0.0,2013-10-24
4858,,0.0,1978,Master,Single,0.0,13.0,115311.0,408646.0,161840.0,66759.0,2.0,3.0,12.0,0.0,2013-12-17
4892,81626300.0,0.0,1956,Bachelor,Engaged,0.0,75.0,24557.0,139260.0,33118.0,,0.0,3.0,3.0,0.0,
5330,154921813.0,,1970,Bachelor,Engaged,0.0,73.0,83362.0,857777.0,175555.0,93940.0,0.0,5.0,11.0,0.0,
6187,58362000.0,1.0,1970,Bachelor,Engaged,1.0,91.0,0.0,32368.0,0.0,12138.0,5.0,0.0,5.0,0.0,2013-04-14
1712,43945409.0,0.0,1968,Middle School,,0.0,47.0,40487.0,22070.0,18741.0,,2.0,3.0,2.0,0.0,
3470,81745869.0,1.0,1972,High School,Engaged,1.0,44.0,8972.0,17847.0,10963.0,5709.0,2.0,2.0,1.0,0.0,
1445,124702357.0,,1964,Master,Engaged,1.0,82.0,70210.0,759894.0,112767.0,89655.0,3.0,11.0,4.0,0.0,
5715,88133203.0,1.0,1969,Master,Single,0.0,54.0,10028.0,70725.0,31492.0,1054.0,0.0,2.0,4.0,0.0,
3594,169967488.0,0.0,1909,PhD,Engaged,0.0,38.0,252050.0,1141196.0,189158.0,132907.0,2.0,4.0,5.0,,
7391,57781000.0,,1978,Bachelor,Married,0.0,48.0,,24276.0,32368.0,22253.0,1.0,1.0,2.0,0.0,2014-02-25
2108,59204529.0,1.0,1962,High School,Engaged,1.0,4.0,88.0,12491.0,618.0,12226.0,2.0,0.0,2.0,0.0,
6687,32483683.0,1.0,1972,Bachelor,Engaged,0.0,66.0,5486.0,43785.0,27360.0,6206.0,3.0,2.0,4.0,0.0,
6993,164849638.0,0.0,1984,High School,Engaged,0.0,16.0,50001.0,651254.0,95353.0,89948.0,1.0,,9.0,0.0,
1632,121407344.0,0.0,1969,Master,Engaged,1.0,44.0,24043.0,654225.0,31140.0,39133.0,5.0,9.0,,0.0,
3944,91341000.0,1.0,1986,Bachelor,Engaged,0.0,77.0,4046.0,12138.0,8092.0,6069.0,2.0,1.0,3.0,0.0,2014-05-06
2295,,,1986,Bachelor,,0.0,13.0,48763.0,434324.0,146376.0,85230.0,2.0,12.0,10.0,,
538,126763018.0,0.0,1979,High School,Engaged,0.0,23.0,61603.0,619141.0,183474.0,217601.0,2.0,3.0,10.0,0.0,
6561,155876000.0,0.0,1957,PhD,Engaged,0.0,21.0,38437.0,845614.0,50575.0,62713.0,3.0,8.0,7.0,0.0,2013-04-24
372,136164632.0,0.0,1960,Bachelor,Engaged,1.0,46.0,81740.0,369961.0,61948.0,46989.0,3.0,8.0,9.0,0.0,
2112,15320000.0,1.0,1981,,Single,1.0,1.0,16184.0,10115.0,,18207.0,4.0,,5.0,0.0,2012-12-25
5281,106820999.0,0.0,1956,Bachelor,Engaged,1.0,55.0,5494.0,63299.0,6447.0,15074.0,1.0,1.0,3.0,0.0,
2393,106102000.0,0.0,1951,PhD,Married,0.0,39.0,0.0,22253.0,0.0,2023.0,1.0,3.0,6.0,0.0,2013-08-11
2158,166520381.0,,1961,Bachelor,Single,0.0,76.0,106383.0,1900094.0,109385.0,195773.0,0.0,4.0,11.0,0.0,
2399,,0.0,1969,Bachelor,Engaged,0.0,27.0,13954.0,,36103.0,41933.0,2.0,1.0,,0.0,
5533,,0.0,1953,Bachelor,Engaged,0.0,51.0,212071.0,524650.0,143535.0,128131.0,3.0,8.0,9.0,0.0,
1002,51296000.0,0.0,1993,Middle School,Married,0.0,0.0,74851.0,32368.0,50575.0,123403.0,,4.0,3.0,0.0,2012-12-26
3432,179403786.0,0.0,1993,High School,Single,0.0,76.0,174358.0,1215008.0,137608.0,211665.0,2.0,5.0,9.0,0.0,
7211,107184679.0,0.0,1982,High School,Engaged,1.0,56.0,30345.0,553169.0,47315.0,261548.0,1.0,4.0,8.0,0.0,
2825,155173428.0,,1975,Master,Married,0.0,72.0,,194952.0,9142.0,26657.0,2.0,,11.0,0.0,
872,51969839.0,1.0,1977,Middle School,Single,0.0,35.0,,21715.0,37742.0,11141.0,1.0,1.0,1.0,0.0,
5415,129606631.0,0.0,1955,Bachelor,Engaged,0.0,32.0,,364409.0,,28064.0,2.0,9.0,12.0,0.0,
3754,71224000.0,1.0,1971,Bachelor,Engaged,2.0,36.0,12138.0,70805.0,20230.0,6069.0,5.0,3.0,6.0,0.0,2012-08-25
3561,64570844.0,1.0,1958,5,Single,1.0,7.0,4810.0,6113.0,4359.0,7597.0,3.0,1.0,4.0,0.0,
6463,117598965.0,0.0,1971,Master,Engaged,,61.0,13528.0,112382.0,38111.0,32449.0,1.0,3.0,10.0,0.0,
6646,136954388.0,0.0,1957,Bachelor,Engaged,1.0,47.0,27142.0,244458.0,17702.0,0.0,3.0,8.0,7.0,0.0,
5539,143849297.0,0.0,1973,Bachelor,Single,0.0,50.0,149501.0,859046.0,94741.0,169112.0,1.0,3.0,10.0,0.0,
5790,61353363.0,1.0,1965,PhD,Married,1.0,23.0,738.0,8762.0,2148.0,3614.0,0.0,4.0,0.0,0.0,
3007,81124005.0,1.0,1974,Bachelor,Engaged,0.0,37.0,19534.0,171449.0,13075.0,25656.0,4.0,6.0,2.0,0.0,
1193,139672000.0,0.0,1954,Master,Married,1.0,34.0,64736.0,453152.0,252875.0,,1.0,7.0,6.0,0.0,2013-12-17
7305,,,1964,PhD,Divorced,0.0,,,16184.0,12138.0,6069.0,0.0,0.0,1.0,0.0,2013-12-22
7336,124519017.0,,1966,Master,Engaged,1.0,79.0,84710.0,578262.0,102083.0,58366.0,2.0,9.0,6.0,0.0,
890,72615416.0,0.0,1977,Bachelor,Engaged,0.0,21.0,13869.0,74839.0,8668.0,,7.0,,4.0,0.0,
5601,169064762.0,0.0,1955,Bachelor,Single,0.0,17.0,143392.0,1143038.0,185646.0,92915.0,1.0,6.0,11.0,0.0,
4975,46920000.0,1.0,1973,Bachelor,,0.0,11.0,12138.0,,26299.0,4046.0,4.0,1.0,2.0,0.0,2013-06-07
2243,164341000.0,0.0,1980,Bachelor,Married,1.0,,155771.0,1088374.0,171955.0,352002.0,2.0,6.0,5.0,0.0,2013-04-29
5280,89626000.0,1.0,1979,Master,Married,0.0,17.0,24276.0,254898.0,58667.0,18207.0,7.0,6.0,10.0,0.0,2014-05-30
1800,137829000.0,0.0,1960,Bachelor,Engaged,1.0,21.0,12138.0,133518.0,74851.0,60690.0,2.0,10.0,5.0,0.0,2013-09-14
2776,117543345.0,0.0,1970,PhD,Married,1.0,,3401.0,,0.0,6803.0,2.0,3.0,9.0,0.0,
1734,113653006.0,0.0,1962,PhD,Married,1.0,67.0,13677.0,433093.0,64020.0,62067.0,7.0,5.0,7.0,,
1542,79582000.0,0.0,1952,Bachelor,Engaged,1.0,,6069.0,173978.0,16184.0,12138.0,1.0,4.0,7.0,0.0,2013-10-21
5509,138312696.0,0.0,1956,Bachelor,Single,0.0,32.0,,1019605.0,,141184.0,2.0,2.0,5.0,,
1465,98373000.0,0.0,1962,PhD,Divorced,1.0,97.0,6069.0,44506.0,8092.0,0.0,5.0,4.0,9.0,,2012-10-01
149,83212897.0,1.0,1985,PhD,Single,0.0,37.0,4280.0,97858.0,2140.0,4163.0,2.0,1.0,1.0,0.0,
641,141111000.0,0.0,1954,Bachelor,Divorced,1.0,47.0,6069.0,513842.0,303450.0,32368.0,4.0,10.0,7.0,0.0,2013-02-15
5903,135141439.0,0.0,1952,Master,Engaged,1.0,73.0,9099.0,112669.0,10918.0,8092.0,3.0,4.0,6.0,0.0,
3298,69945000.0,1.0,1969,PhD,Divorced,0.0,39.0,0.0,10115.0,18207.0,14161.0,3.0,2.0,2.0,0.0,2014-06-26
1586,164994978.0,0.0,1980,Bachelor,Engaged,0.0,25.0,360787.0,1408068.0,267707.0,115316.0,0.0,2.0,8.0,0.0,
663,157222222.0,0.0,1970,,,0.0,75.0,45793.0,789578.0,88534.0,72331.0,2.0,3.0,5.0,0.0,
1306,109446982.0,0.0,1953,Bachelor,Married,0.0,14.0,50907.0,239044.0,70906.0,15023.0,3.0,7.0,5.0,0.0,
4986,82608533.0,1.0,1960,Bachelor,Married,,56.0,10115.0,273251.0,114.0,41978.0,8.0,,4.0,0.0,
6767,48107551.0,1.0,1979,High School,Married,0.0,39.0,10078.0,26225.0,18746.0,4046.0,2.0,0.0,3.0,0.0,
2724,134601061.0,0.0,1949,High School,Married,0.0,3.0,88890.0,283617.0,26953.0,41465.0,2.0,8.0,7.0,0.0,
7173,,0.0,1957,,Engaged,1.0,31.0,18207.0,394485.0,38437.0,56644.0,5.0,8.0,12.0,0.0,2012-09-19
6579,79188703.0,1.0,1973,PhD,Single,0.0,20.0,6323.0,12502.0,3227.0,0.0,3.0,,3.0,0.0,
4397,176788459.0,0.0,1988,Bachelor,Single,0.0,3.0,,1381733.0,,88880.0,2.0,3.0,9.0,0.0,
3476,144001383.0,0.0,1976,Master,Married,0.0,72.0,73628.0,494497.0,56243.0,,2.0,4.0,8.0,0.0,
3146,153671484.0,0.0,1970,Bachelor,Married,0.0,37.0,80785.0,525498.0,206526.0,,0.0,8.0,11.0,0.0,
1112,105873539.0,0.0,1952,,Engaged,0.0,52.0,13503.0,165245.0,28220.0,2579.0,6.0,9.0,4.0,0.0,
2851,61454000.0,1.0,1974,Bachelor,Married,0.0,71.0,18207.0,48552.0,0.0,14161.0,0.0,4.0,0.0,0.0,
5998,116991184.0,0.0,1960,PhD,Married,1.0,83.0,15486.0,195080.0,14323.0,11638.0,3.0,8.0,6.0,0.0,
1859,110240419.0,0.0,1956,Bachelor,Engaged,1.0,66.0,35055.0,250822.0,21656.0,0.0,6.0,9.0,8.0,0.0,
5472,138521083.0,0.0,1979,Bachelor,Single,0.0,22.0,29533.0,944120.0,311253.0,129886.0,0.0,2.0,5.0,0.0,
5555,,1.0,1980,Bachelor,Single,1.0,59.0,4046.0,20230.0,0.0,6069.0,0.0,2.0,2.0,0.0,
6673,69669000.0,1.0,1973,Bachelor,Married,1.0,32.0,4046.0,32368.0,8092.0,10115.0,3.0,4.0,4.0,0.0,2014-01-21
6653,165442872.0,0.0,1974,Bachelor,Engaged,0.0,17.0,155350.0,,92673.0,65654.0,0.0,6.0,10.0,0.0,
1519,125802890.0,0.0,1965,Master,Engaged,0.0,88.0,24968.0,507274.0,73294.0,69267.0,,5.0,8.0,0.0,
1966,165582089.0,0.0,1971,Master,Engaged,0.0,70.0,261908.0,1550501.0,117034.0,128264.0,0.0,6.0,8.0,0.0,
1077,124269620.0,0.0,1956,,Single,0.0,78.0,27775.0,166531.0,32628.0,7415.0,,10.0,8.0,0.0,
5383,72778397.0,1.0,1961,Bachelor,Divorced,1.0,20.0,2675.0,10700.0,8092.0,10081.0,1.0,0.0,3.0,0.0,
3156,110813000.0,1.0,1974,Master,Divorced,1.0,4.0,20230.0,283220.0,24276.0,10115.0,9.0,5.0,7.0,0.0,2013-09-02
2713,140460000.0,0.0,1967,PhD,Single,0.0,35.0,42483.0,1029707.0,32368.0,68782.0,4.0,2.0,4.0,0.0,2013-10-29
7571,71872753.0,1.0,1973,Master,Engaged,0.0,23.0,33528.0,55995.0,8651.0,4734.0,3.0,3.0,3.0,0.0,
7594,81418000.0,1.0,1985,Bachelor,Engaged,0.0,93.0,4046.0,6069.0,8092.0,0.0,0.0,0.0,5.0,0.0,2013-08-15
2904,166156000.0,0.0,1968,PhD,Married,0.0,18.0,32368.0,926534.0,315588.0,295358.0,3.0,0.0,15.0,0.0,2013-09-11
5953,56602000.0,1.0,1985,Master,Married,0.0,64.0,0.0,,6069.0,0.0,2.0,4.0,1.0,0.0,2013-04-06
3966,149619527.0,0.0,1964,Bachelor,Engaged,0.0,,151365.0,921012.0,317895.0,330534.0,1.0,5.0,8.0,0.0,
3267,140959411.0,0.0,1953,Bachelor,Married,0.0,74.0,47298.0,431878.0,51511.0,53018.0,1.0,6.0,11.0,0.0,
4556,116027000.0,0.0,1977,Bachelor,Engaged,0.0,48.0,216461.0,479451.0,483497.0,358071.0,1.0,8.0,6.0,0.0,2012-12-03
6872,69496096.0,1.0,1960,PhD,Married,0.0,54.0,0.0,55521.0,14079.0,4529.0,3.0,3.0,,0.0,
102,138833000.0,0.0,1978,High School,Divorced,1.0,27.0,52598.0,287266.0,109242.0,38437.0,0.0,2.0,10.0,0.0,2012-09-30
1452,94509000.0,0.0,1956,Bachelor,Engaged,1.0,17.0,44506.0,,,34391.0,5.0,5.0,9.0,0.0,2013-07-31
2599,192777694.0,0.0,1979,High School,Engaged,0.0,8.0,46834.0,436304.0,138739.0,162311.0,0.0,6.0,7.0,0.0,
2235,138402318.0,0.0,1956,Bachelor,Single,0.0,33.0,83312.0,1018041.0,189854.0,136831.0,2.0,2.0,4.0,0.0,
6360,17450668.0,0.0,1982,Middle School,Engaged,0.0,,36414.0,25921.0,18557.0,40999.0,2.0,3.0,3.0,0.0,
4387,108909697.0,0.0,1952,Master,Single,1.0,20.0,2637.0,76317.0,1527.0,0.0,8.0,8.0,7.0,0.0,
4729,106007387.0,0.0,1961,Bachelor,Single,1.0,70.0,2023.0,19550.0,0.0,5626.0,0.0,0.0,1.0,0.0,
2185,78456742.0,1.0,1970,High School,Engaged,0.0,87.0,8659.0,30166.0,11481.0,9174.0,0.0,0.0,3.0,0.0,
1082,89651156.0,0.0,1959,Bachelor,Engaged,1.0,93.0,3746.0,63016.0,2809.0,1873.0,2.0,5.0,3.0,0.0,
3802,11121000.0,1.0,1949,PhD,Engaged,1.0,62.0,0.0,20230.0,10115.0,8092.0,3.0,0.0,0.0,0.0,2014-03-11
271,143463000.0,0.0,1956,Bachelor,Married,1.0,67.0,157794.0,740418.0,103173.0,48552.0,2.0,9.0,6.0,0.0,2012-07-29
3334,128273000.0,0.0,1967,,Married,1.0,28.0,0.0,214438.0,48552.0,22253.0,1.0,9.0,9.0,0.0,2013-07-31
3478,97176733.0,0.0,1956,Bachelor,Divorced,1.0,45.0,8486.0,179335.0,18394.0,34732.0,3.0,9.0,7.0,0.0,
89,132507177.0,,1955,Bachelor,Engaged,2.0,19.0,23578.0,225061.0,,14865.0,3.0,5.0,11.0,0.0,
2151,94343000.0,0.0,1947,PhD,Single,0.0,8.0,42483.0,50575.0,,24276.0,1.0,4.0,2.0,0.0,2014-05-28
